Timestamp;Protocole;IP Source;Port Source;IP Destination;Port Destination;Flags;Seq;Ack;Window;Length
15:34:04.766656;IP;BP-Linux8;22;192.168.190.130;50019;P.;2243505564;1972915080;312;108
15:34:04.766694;IP;BP-Linux8;22;192.168.190.130;50019;P.;108;1;312;36
15:34:04.766723;IP;BP-Linux8;22;192.168.190.130;50019;P.;144;1;312;108
15:34:04.766744;IP;BP-Linux8;22;192.168.190.130;50019;P.;252;1;312;36
15:34:04.785366;IP;192.168.190.130;50019;BP-Linux8;22;.;N/A;108;7319;0
15:34:04.785384;IP;192.168.190.130;50019;BP-Linux8;22;.;N/A;144;7318;0
15:34:04.785406;IP;192.168.190.130;50019;BP-Linux8;22;.;N/A;252;7316;0
15:34:04.785454;IP;192.168.190.130;50019;BP-Linux8;22;.;N/A;288;7320;0
15:34:05.768334;IP;BP-Linux8;58466;ns1.lan.rt;domain;N/A;N/A;N/A;N/A;N/A
15:34:05.769075;IP;ns1.lan.rt;domain;BP-Linux8;58466;N/A;N/A;N/A;N/A;N/A
15:34:06.669393;IP;192.168.190.130;50245;BP-Linux8;22;P.;1601828178;1851233244;2048;36
15:34:06.669906;IP;BP-Linux8;22;192.168.190.130;50245;P.;1;36;291;36
15:34:06.679262;IP;BP-Linux8;53220;ns1.lan.rt;domain;N/A;N/A;N/A;N/A;N/A
15:34:06.679971;IP;ns1.lan.rt;domain;BP-Linux8;53220;N/A;N/A;N/A;N/A;N/A
15:34:06.681188;IP;BP-Linux8;22;192.168.190.130;50245;P.;37;36;291;116
15:34:06.681222;IP;BP-Linux8;22;192.168.190.130;50245;P.;153;36;291;36
15:34:06.681248;IP;190-0-175-100.gba.solunet.com.ar;2465;184.107.43.74;80;S;326991629;N/A;512;120
15:34:06.681274;IP;190-0-175-100.gba.solunet.com.ar;2466;184.107.43.74;80;S;920517760;N/A;512;120
15:34:06.681294;IP;190-0-175-100.gba.solunet.com.ar;2467;184.107.43.74;80;S;556803824;N/A;512;120
15:34:06.681312;IP;190-0-175-100.gba.solunet.com.ar;2468;184.107.43.74;80;S;1921632185;N/A;512;120
15:34:06.681328;IP;190-0-175-100.gba.solunet.com.ar;2469;184.107.43.74;80;S;1170972654;N/A;512;120
15:34:06.681345;IP;190-0-175-100.gba.solunet.com.ar;2470;184.107.43.74;80;S;754504426;N/A;512;120
15:34:06.681362;IP;190-0-175-100.gba.solunet.com.ar;2471;184.107.43.74;80;S;669863147;N/A;512;120
15:34:06.681379;IP;190-0-175-100.gba.solunet.com.ar;2472;184.107.43.74;80;S;1036593434;N/A;512;120
15:34:06.681396;IP;190-0-175-100.gba.solunet.com.ar;2473;184.107.43.74;80;S;473640609;N/A;512;120
15:34:06.681413;IP;190-0-175-100.gba.solunet.com.ar;2474;184.107.43.74;80;S;294639309;N/A;512;120
15:34:06.681430;IP;190-0-175-100.gba.solunet.com.ar;2475;184.107.43.74;80;S;2003734750;N/A;512;120
15:34:06.681446;IP;190-0-175-100.gba.solunet.com.ar;2476;184.107.43.74;80;S;943277646;N/A;512;120
15:34:06.681463;IP;190-0-175-100.gba.solunet.com.ar;2477;184.107.43.74;80;S;612921749;N/A;512;120
15:34:06.681480;IP;190-0-175-100.gba.solunet.com.ar;2478;184.107.43.74;80;S;1079269685;N/A;512;120
15:34:06.681497;IP;190-0-175-100.gba.solunet.com.ar;2479;184.107.43.74;80;S;1427118982;N/A;512;120
15:34:06.681514;IP;190-0-175-100.gba.solunet.com.ar;2480;184.107.43.74;80;S;1481846896;N/A;512;120
15:34:06.681531;IP;190-0-175-100.gba.solunet.com.ar;2481;184.107.43.74;80;S;807245684;N/A;512;120
15:34:06.681548;IP;190-0-175-100.gba.solunet.com.ar;2482;184.107.43.74;80;S;29032482;N/A;512;120
15:34:06.681564;IP;190-0-175-100.gba.solunet.com.ar;2483;184.107.43.74;80;S;2121432424;N/A;512;120
15:34:06.681581;IP;190-0-175-100.gba.solunet.com.ar;2484;184.107.43.74;80;S;266983944;N/A;512;120
15:34:06.681597;IP;190-0-175-100.gba.solunet.com.ar;2485;184.107.43.74;80;S;780253659;N/A;512;120
15:34:06.681614;IP;190-0-175-100.gba.solunet.com.ar;2486;184.107.43.74;80;S;426927737;N/A;512;120
15:34:06.681630;IP;190-0-175-100.gba.solunet.com.ar;2487;184.107.43.74;80;S;2059846495;N/A;512;120
15:34:06.681647;IP;190-0-175-100.gba.solunet.com.ar;2488;184.107.43.74;80;S;485695892;N/A;512;120
15:34:06.681664;IP;190-0-175-100.gba.solunet.com.ar;2489;184.107.43.74;80;S;1506899314;N/A;512;120
15:34:06.681681;IP;190-0-175-100.gba.solunet.com.ar;2490;184.107.43.74;80;S;1974670292;N/A;512;120
15:34:06.681697;IP;190-0-175-100.gba.solunet.com.ar;2491;184.107.43.74;80;S;984948282;N/A;512;120
15:34:06.681722;IP;190-0-175-100.gba.solunet.com.ar;2492;184.107.43.74;80;S;2071134208;N/A;512;120
15:34:06.681739;IP;190-0-175-100.gba.solunet.com.ar;2493;184.107.43.74;80;S;582048290;N/A;512;120
15:34:06.681756;IP;190-0-175-100.gba.solunet.com.ar;2494;184.107.43.74;80;S;1414722580;N/A;512;120
15:34:06.681773;IP;190-0-175-100.gba.solunet.com.ar;2495;184.107.43.74;80;S;1376167161;N/A;512;120
15:34:06.681789;IP;190-0-175-100.gba.solunet.com.ar;2496;184.107.43.74;80;S;793373662;N/A;512;120
15:34:06.681806;IP;190-0-175-100.gba.solunet.com.ar;2497;184.107.43.74;80;S;586859843;N/A;512;120
15:34:06.681823;IP;190-0-175-100.gba.solunet.com.ar;2498;184.107.43.74;80;S;1313429529;N/A;512;120
15:34:06.681839;IP;190-0-175-100.gba.solunet.com.ar;2499;184.107.43.74;80;S;599747608;N/A;512;120
15:34:06.681856;IP;190-0-175-100.gba.solunet.com.ar;2500;184.107.43.74;80;S;1764270382;N/A;512;120
15:34:06.681872;IP;190-0-175-100.gba.solunet.com.ar;2501;184.107.43.74;80;S;1266534982;N/A;512;120
15:34:06.681889;IP;190-0-175-100.gba.solunet.com.ar;2502;184.107.43.74;80;S;1923888203;N/A;512;120
15:34:06.681906;IP;190-0-175-100.gba.solunet.com.ar;2503;184.107.43.74;80;S;477956184;N/A;512;120
15:34:06.681924;IP;190-0-175-100.gba.solunet.com.ar;2504;184.107.43.74;80;S;1697346829;N/A;512;120
15:34:06.681941;IP;190-0-175-100.gba.solunet.com.ar;2505;184.107.43.74;80;S;1581732153;N/A;512;120
15:34:06.681958;IP;190-0-175-100.gba.solunet.com.ar;2506;184.107.43.74;80;S;2134846905;N/A;512;120
15:34:06.681975;IP;190-0-175-100.gba.solunet.com.ar;2507;184.107.43.74;80;S;5001436;N/A;512;120
15:34:06.681992;IP;190-0-175-100.gba.solunet.com.ar;2508;184.107.43.74;80;S;100084791;N/A;512;120
15:34:06.682008;IP;190-0-175-100.gba.solunet.com.ar;2509;184.107.43.74;80;S;1351883007;N/A;512;120
15:34:06.682025;IP;190-0-175-100.gba.solunet.com.ar;2510;184.107.43.74;80;S;892547770;N/A;512;120
15:34:06.682041;IP;190-0-175-100.gba.solunet.com.ar;2511;184.107.43.74;80;S;203925976;N/A;512;120
15:34:06.682058;IP;190-0-175-100.gba.solunet.com.ar;2512;184.107.43.74;80;S;93263311;N/A;512;120
15:34:06.682075;IP;190-0-175-100.gba.solunet.com.ar;2513;184.107.43.74;80;S;589592255;N/A;512;120
15:34:06.682092;IP;190-0-175-100.gba.solunet.com.ar;2514;184.107.43.74;80;S;1666861586;N/A;512;120
15:34:06.682108;IP;190-0-175-100.gba.solunet.com.ar;2515;184.107.43.74;80;S;1444571600;N/A;512;120
15:34:06.682125;IP;190-0-175-100.gba.solunet.com.ar;2516;184.107.43.74;80;S;702975955;N/A;512;120
15:34:06.682152;IP;190-0-175-100.gba.solunet.com.ar;2517;184.107.43.74;80;S;2016486038;N/A;512;120
15:34:06.682172;IP;190-0-175-100.gba.solunet.com.ar;2518;184.107.43.74;80;S;1002497398;N/A;512;120
15:34:06.682191;IP;190-0-175-100.gba.solunet.com.ar;2519;184.107.43.74;80;S;294189577;N/A;512;120
15:34:06.682210;IP;190-0-175-100.gba.solunet.com.ar;2520;184.107.43.74;80;S;1398461889;N/A;512;120
15:34:06.682227;IP;190-0-175-100.gba.solunet.com.ar;2521;184.107.43.74;80;S;1995017329;N/A;512;120
15:34:06.682243;IP;190-0-175-100.gba.solunet.com.ar;2522;184.107.43.74;80;S;921320533;N/A;512;120
15:34:06.682259;IP;190-0-175-100.gba.solunet.com.ar;2523;184.107.43.74;80;S;248505708;N/A;512;120
15:34:06.682276;IP;190-0-175-100.gba.solunet.com.ar;2524;184.107.43.74;80;S;558621145;N/A;512;120
15:34:06.682292;IP;190-0-175-100.gba.solunet.com.ar;2525;184.107.43.74;80;S;1118905776;N/A;512;120
15:34:06.682308;IP;190-0-175-100.gba.solunet.com.ar;2526;184.107.43.74;80;S;1158043116;N/A;512;120
15:34:06.682325;IP;190-0-175-100.gba.solunet.com.ar;2527;184.107.43.74;80;S;1469406826;N/A;512;120
15:34:06.682341;IP;190-0-175-100.gba.solunet.com.ar;2528;184.107.43.74;80;S;492373102;N/A;512;120
15:34:06.682357;IP;190-0-175-100.gba.solunet.com.ar;2529;184.107.43.74;80;S;1687855121;N/A;512;120
15:34:06.682374;IP;190-0-175-100.gba.solunet.com.ar;2530;184.107.43.74;80;S;1360633195;N/A;512;120
15:34:06.682390;IP;190-0-175-100.gba.solunet.com.ar;2531;184.107.43.74;80;S;1274977706;N/A;512;120
15:34:06.682407;IP;190-0-175-100.gba.solunet.com.ar;2532;184.107.43.74;80;S;549939990;N/A;512;120
15:34:06.682423;IP;190-0-175-100.gba.solunet.com.ar;2533;184.107.43.74;80;S;1109408249;N/A;512;120
15:34:06.682439;IP;190-0-175-100.gba.solunet.com.ar;2534;184.107.43.74;80;S;1283855019;N/A;512;120
15:34:06.682455;IP;190-0-175-100.gba.solunet.com.ar;2535;184.107.43.74;80;S;623143483;N/A;512;120
15:34:06.682472;IP;190-0-175-100.gba.solunet.com.ar;2536;184.107.43.74;80;S;709005792;N/A;512;120
15:34:06.682488;IP;190-0-175-100.gba.solunet.com.ar;2537;184.107.43.74;80;S;1528805205;N/A;512;120
15:34:06.682504;IP;190-0-175-100.gba.solunet.com.ar;2538;184.107.43.74;80;S;940059508;N/A;512;120
15:34:06.682521;IP;190-0-175-100.gba.solunet.com.ar;2539;184.107.43.74;80;S;1190337142;N/A;512;120
15:34:06.682537;IP;190-0-175-100.gba.solunet.com.ar;2540;184.107.43.74;80;S;1484037464;N/A;512;120
15:34:06.682553;IP;190-0-175-100.gba.solunet.com.ar;2541;184.107.43.74;80;S;566224598;N/A;512;120
15:34:06.682570;IP;190-0-175-100.gba.solunet.com.ar;2542;184.107.43.74;80;S;788308167;N/A;512;120
15:34:06.682586;IP;190-0-175-100.gba.solunet.com.ar;2543;184.107.43.74;80;S;96067834;N/A;512;120
15:34:06.682602;IP;190-0-175-100.gba.solunet.com.ar;2544;184.107.43.74;80;S;1226579504;N/A;512;120
15:34:06.682619;IP;190-0-175-100.gba.solunet.com.ar;2545;184.107.43.74;80;S;1551737466;N/A;512;120
15:34:06.682635;IP;190-0-175-100.gba.solunet.com.ar;2546;184.107.43.74;80;S;368629672;N/A;512;120
15:34:06.682652;IP;190-0-175-100.gba.solunet.com.ar;2547;184.107.43.74;80;S;527715727;N/A;512;120
15:34:06.682668;IP;190-0-175-100.gba.solunet.com.ar;2548;184.107.43.74;80;S;1897998019;N/A;512;120
15:34:06.682684;IP;190-0-175-100.gba.solunet.com.ar;2549;184.107.43.74;80;S;1187006652;N/A;512;120
15:34:06.682700;IP;190-0-175-100.gba.solunet.com.ar;2550;184.107.43.74;80;S;836414851;N/A;512;120
15:34:06.682717;IP;190-0-175-100.gba.solunet.com.ar;2551;184.107.43.74;80;S;97200857;N/A;512;120
15:34:06.682733;IP;190-0-175-100.gba.solunet.com.ar;2552;184.107.43.74;80;S;964382000;N/A;512;120
15:34:06.682749;IP;190-0-175-100.gba.solunet.com.ar;2553;184.107.43.74;80;S;64311516;N/A;512;120
15:34:06.682765;IP;190-0-175-100.gba.solunet.com.ar;2554;184.107.43.74;80;S;1940462409;N/A;512;120
15:34:06.682782;IP;190-0-175-100.gba.solunet.com.ar;2555;184.107.43.74;80;S;709004881;N/A;512;120
15:34:06.682798;IP;190-0-175-100.gba.solunet.com.ar;2556;184.107.43.74;80;S;1783812004;N/A;512;120
15:34:06.682814;IP;190-0-175-100.gba.solunet.com.ar;2557;184.107.43.74;80;S;2027959598;N/A;512;120
15:34:06.682832;IP;190-0-175-100.gba.solunet.com.ar;2558;184.107.43.74;80;S;763370841;N/A;512;120
15:34:06.682848;IP;190-0-175-100.gba.solunet.com.ar;2559;184.107.43.74;80;S;629902483;N/A;512;120
15:34:06.682865;IP;190-0-175-100.gba.solunet.com.ar;2560;184.107.43.74;80;S;1167925997;N/A;512;120
15:34:06.682881;IP;190-0-175-100.gba.solunet.com.ar;2561;184.107.43.74;80;S;1590590930;N/A;512;120
15:34:06.682898;IP;190-0-175-100.gba.solunet.com.ar;2562;184.107.43.74;80;S;1025391341;N/A;512;120
15:34:06.682915;IP;190-0-175-100.gba.solunet.com.ar;2563;184.107.43.74;80;S;22267219;N/A;512;120
15:34:06.682931;IP;190-0-175-100.gba.solunet.com.ar;2564;184.107.43.74;80;S;1838110461;N/A;512;120
15:34:06.682947;IP;190-0-175-100.gba.solunet.com.ar;2565;184.107.43.74;80;S;1314325144;N/A;512;120
15:34:06.682964;IP;190-0-175-100.gba.solunet.com.ar;2566;184.107.43.74;80;S;1221538397;N/A;512;120
15:34:06.682980;IP;190-0-175-100.gba.solunet.com.ar;2567;184.107.43.74;80;S;121272366;N/A;512;120
15:34:06.682997;IP;190-0-175-100.gba.solunet.com.ar;2568;184.107.43.74;80;S;1689815904;N/A;512;120
15:34:06.683013;IP;190-0-175-100.gba.solunet.com.ar;2569;184.107.43.74;80;S;424777574;N/A;512;120
15:34:06.683038;IP;190-0-175-100.gba.solunet.com.ar;2570;184.107.43.74;80;S;1811461816;N/A;512;120
15:34:06.683058;IP;190-0-175-100.gba.solunet.com.ar;2571;184.107.43.74;80;S;891455149;N/A;512;120
15:34:06.683077;IP;190-0-175-100.gba.solunet.com.ar;2572;184.107.43.74;80;S;378465819;N/A;512;120
15:34:06.683096;IP;190-0-175-100.gba.solunet.com.ar;2573;184.107.43.74;80;S;1060801994;N/A;512;120
15:34:06.683115;IP;190-0-175-100.gba.solunet.com.ar;2574;184.107.43.74;80;S;887047860;N/A;512;120
15:34:06.683131;IP;190-0-175-100.gba.solunet.com.ar;2575;184.107.43.74;80;S;1083782921;N/A;512;120
15:34:06.683148;IP;190-0-175-100.gba.solunet.com.ar;2576;184.107.43.74;80;S;1055260995;N/A;512;120
15:34:06.683164;IP;190-0-175-100.gba.solunet.com.ar;2577;184.107.43.74;80;S;1170111755;N/A;512;120
15:34:06.683181;IP;190-0-175-100.gba.solunet.com.ar;2578;184.107.43.74;80;S;1956050927;N/A;512;120
15:34:06.683197;IP;190-0-175-100.gba.solunet.com.ar;2579;184.107.43.74;80;S;1016109235;N/A;512;120
15:34:06.683214;IP;190-0-175-100.gba.solunet.com.ar;2580;184.107.43.74;80;S;1684776979;N/A;512;120
15:34:06.683230;IP;190-0-175-100.gba.solunet.com.ar;2581;184.107.43.74;80;S;503501716;N/A;512;120
15:34:06.683246;IP;190-0-175-100.gba.solunet.com.ar;2582;184.107.43.74;80;S;1864451598;N/A;512;120
15:34:06.683262;IP;190-0-175-100.gba.solunet.com.ar;mon;184.107.43.74;80;S;289557681;N/A;512;120
15:34:06.683279;IP;190-0-175-100.gba.solunet.com.ar;2584;184.107.43.74;80;S;138098778;N/A;512;120
15:34:06.683295;IP;190-0-175-100.gba.solunet.com.ar;2585;184.107.43.74;80;S;1203053650;N/A;512;120
15:34:06.683311;IP;190-0-175-100.gba.solunet.com.ar;2586;184.107.43.74;80;S;2045943531;N/A;512;120
15:34:06.683328;IP;190-0-175-100.gba.solunet.com.ar;2587;184.107.43.74;80;S;155613128;N/A;512;120
15:34:06.683344;IP;190-0-175-100.gba.solunet.com.ar;2588;184.107.43.74;80;S;1854989337;N/A;512;120
15:34:06.683360;IP;190-0-175-100.gba.solunet.com.ar;2589;184.107.43.74;80;S;1464992055;N/A;512;120
15:34:06.683376;IP;190-0-175-100.gba.solunet.com.ar;2590;184.107.43.74;80;S;1763007414;N/A;512;120
15:34:06.683393;IP;190-0-175-100.gba.solunet.com.ar;2591;184.107.43.74;80;S;1769477762;N/A;512;120
15:34:06.683409;IP;190-0-175-100.gba.solunet.com.ar;2592;184.107.43.74;80;S;927510383;N/A;512;120
15:34:06.683426;IP;190-0-175-100.gba.solunet.com.ar;2593;184.107.43.74;80;S;262496618;N/A;512;120
15:34:06.683442;IP;190-0-175-100.gba.solunet.com.ar;2594;184.107.43.74;80;S;1944187333;N/A;512;120
15:34:06.683458;IP;190-0-175-100.gba.solunet.com.ar;2595;184.107.43.74;80;S;1368242046;N/A;512;120
15:34:06.683475;IP;190-0-175-100.gba.solunet.com.ar;2596;184.107.43.74;80;S;1996469549;N/A;512;120
15:34:06.683491;IP;190-0-175-100.gba.solunet.com.ar;2597;184.107.43.74;80;S;755440943;N/A;512;120
15:34:06.683507;IP;190-0-175-100.gba.solunet.com.ar;2598;184.107.43.74;80;S;2061395892;N/A;512;120
15:34:06.683524;IP;190-0-175-100.gba.solunet.com.ar;2599;184.107.43.74;80;S;1161699354;N/A;512;120
15:34:06.683540;IP;190-0-175-100.gba.solunet.com.ar;zebrasrv;184.107.43.74;80;S;628612553;N/A;512;120
15:34:06.683557;IP;190-0-175-100.gba.solunet.com.ar;zebra;184.107.43.74;80;S;126113657;N/A;512;120
15:34:06.683573;IP;190-0-175-100.gba.solunet.com.ar;ripd;184.107.43.74;80;S;545657814;N/A;512;120
15:34:06.683589;IP;190-0-175-100.gba.solunet.com.ar;ripngd;184.107.43.74;80;S;118227196;N/A;512;120
15:34:06.683606;IP;190-0-175-100.gba.solunet.com.ar;ospfd;184.107.43.74;80;S;2052107445;N/A;512;120
15:34:06.683622;IP;190-0-175-100.gba.solunet.com.ar;bgpd;184.107.43.74;80;S;791895479;N/A;512;120
15:34:06.683638;IP;190-0-175-100.gba.solunet.com.ar;ospf6d;184.107.43.74;80;S;1716341514;N/A;512;120
15:34:06.683655;IP;190-0-175-100.gba.solunet.com.ar;ospfapi;184.107.43.74;80;S;1585739250;N/A;512;120
15:34:06.683671;IP;190-0-175-100.gba.solunet.com.ar;isisd;184.107.43.74;80;S;1570200442;N/A;512;120
15:34:06.683687;IP;190-0-175-100.gba.solunet.com.ar;2609;184.107.43.74;80;S;1478292369;N/A;512;120
15:34:06.683704;IP;190-0-175-100.gba.solunet.com.ar;2610;184.107.43.74;80;S;178640618;N/A;512;120
15:34:06.683720;IP;190-0-175-100.gba.solunet.com.ar;2611;184.107.43.74;80;S;1503505816;N/A;512;120
15:34:06.683738;IP;190-0-175-100.gba.solunet.com.ar;2612;184.107.43.74;80;S;1661422384;N/A;512;120
15:34:06.683756;IP;190-0-175-100.gba.solunet.com.ar;2613;184.107.43.74;80;S;369358272;N/A;512;120
15:34:06.683779;IP;190-0-175-100.gba.solunet.com.ar;2614;184.107.43.74;80;S;64354808;N/A;512;120
15:34:06.683804;IP;190-0-175-100.gba.solunet.com.ar;2615;184.107.43.74;80;S;884510772;N/A;512;120
15:34:06.683824;IP;190-0-175-100.gba.solunet.com.ar;2616;184.107.43.74;80;S;1885396166;N/A;512;120
15:34:06.683841;IP;190-0-175-100.gba.solunet.com.ar;2617;184.107.43.74;80;S;817987225;N/A;512;120
15:34:06.683857;IP;190-0-175-100.gba.solunet.com.ar;2618;184.107.43.74;80;S;2132864374;N/A;512;120
15:34:06.683874;IP;190-0-175-100.gba.solunet.com.ar;2619;184.107.43.74;80;S;1242566005;N/A;512;120
15:34:06.683890;IP;190-0-175-100.gba.solunet.com.ar;2620;184.107.43.74;80;S;1759567823;N/A;512;120
15:34:06.683907;IP;190-0-175-100.gba.solunet.com.ar;2621;184.107.43.74;80;S;1151909946;N/A;512;120
15:34:06.683924;IP;190-0-175-100.gba.solunet.com.ar;2622;184.107.43.74;80;S;1189070135;N/A;512;120
15:34:06.683951;IP;190-0-175-100.gba.solunet.com.ar;2623;184.107.43.74;80;S;651075127;N/A;512;120
15:34:06.683970;IP;190-0-175-100.gba.solunet.com.ar;2624;184.107.43.74;80;S;1947905188;N/A;512;120
15:34:06.683990;IP;190-0-175-100.gba.solunet.com.ar;2625;184.107.43.74;80;S;581296706;N/A;512;120
15:34:06.684009;IP;190-0-175-100.gba.solunet.com.ar;2626;184.107.43.74;80;S;66975375;N/A;512;120
15:34:06.684029;IP;190-0-175-100.gba.solunet.com.ar;2627;184.107.43.74;80;S;253927097;N/A;512;120
15:34:06.684048;IP;190-0-175-100.gba.solunet.com.ar;dict;184.107.43.74;80;S;1897592815;N/A;512;120
15:34:06.684064;IP;190-0-175-100.gba.solunet.com.ar;2629;184.107.43.74;80;S;616917477;N/A;512;120
15:34:06.684080;IP;190-0-175-100.gba.solunet.com.ar;2630;184.107.43.74;80;S;1868567734;N/A;512;120
15:34:06.684097;IP;190-0-175-100.gba.solunet.com.ar;2631;184.107.43.74;80;S;1986188842;N/A;512;120
15:34:06.684113;IP;190-0-175-100.gba.solunet.com.ar;2632;184.107.43.74;80;S;1095894460;N/A;512;120
15:34:06.684129;IP;190-0-175-100.gba.solunet.com.ar;2633;184.107.43.74;80;S;1890826048;N/A;512;120
15:34:06.684146;IP;190-0-175-100.gba.solunet.com.ar;2634;184.107.43.74;80;S;194243508;N/A;512;120
15:34:06.684162;IP;190-0-175-100.gba.solunet.com.ar;2635;184.107.43.74;80;S;205737932;N/A;512;120
15:34:06.684178;IP;190-0-175-100.gba.solunet.com.ar;2636;184.107.43.74;80;S;569721151;N/A;512;120
15:34:06.684194;IP;190-0-175-100.gba.solunet.com.ar;2637;184.107.43.74;80;S;855051032;N/A;512;120
15:34:06.684210;IP;190-0-175-100.gba.solunet.com.ar;2638;184.107.43.74;80;S;499983177;N/A;512;120
15:34:06.684227;IP;190-0-175-100.gba.solunet.com.ar;2639;184.107.43.74;80;S;1074718027;N/A;512;120
15:34:06.684243;IP;190-0-175-100.gba.solunet.com.ar;2640;184.107.43.74;80;S;1910064303;N/A;512;120
15:34:06.684260;IP;190-0-175-100.gba.solunet.com.ar;2641;184.107.43.74;80;S;1037178976;N/A;512;120
15:34:06.684276;IP;190-0-175-100.gba.solunet.com.ar;2642;184.107.43.74;80;S;2107051510;N/A;512;120
15:34:06.684292;IP;190-0-175-100.gba.solunet.com.ar;2643;184.107.43.74;80;S;338653346;N/A;512;120
15:34:06.684309;IP;190-0-175-100.gba.solunet.com.ar;2644;184.107.43.74;80;S;396310051;N/A;512;120
15:34:06.684325;IP;190-0-175-100.gba.solunet.com.ar;2645;184.107.43.74;80;S;196892786;N/A;512;120
15:34:06.684341;IP;190-0-175-100.gba.solunet.com.ar;2646;184.107.43.74;80;S;624912323;N/A;512;120
15:34:06.684357;IP;190-0-175-100.gba.solunet.com.ar;2647;184.107.43.74;80;S;1418281182;N/A;512;120
15:34:06.684374;IP;190-0-175-100.gba.solunet.com.ar;2648;184.107.43.74;80;S;1247502939;N/A;512;120
15:34:06.684390;IP;190-0-175-100.gba.solunet.com.ar;2649;184.107.43.74;80;S;97958320;N/A;512;120
15:34:06.684406;IP;190-0-175-100.gba.solunet.com.ar;2650;184.107.43.74;80;S;1359696980;N/A;512;120
15:34:06.684423;IP;190-0-175-100.gba.solunet.com.ar;2651;184.107.43.74;80;S;349835797;N/A;512;120
15:34:06.684439;IP;190-0-175-100.gba.solunet.com.ar;2652;184.107.43.74;80;S;367768365;N/A;512;120
15:34:06.684456;IP;190-0-175-100.gba.solunet.com.ar;2653;184.107.43.74;80;S;455081173;N/A;512;120
15:34:06.684472;IP;190-0-175-100.gba.solunet.com.ar;2654;184.107.43.74;80;S;1262849347;N/A;512;120
15:34:06.684488;IP;190-0-175-100.gba.solunet.com.ar;2655;184.107.43.74;80;S;444010779;N/A;512;120
15:34:06.684504;IP;190-0-175-100.gba.solunet.com.ar;2656;184.107.43.74;80;S;727345824;N/A;512;120
15:34:06.684521;IP;190-0-175-100.gba.solunet.com.ar;2657;184.107.43.74;80;S;32346209;N/A;512;120
15:34:06.684537;IP;190-0-175-100.gba.solunet.com.ar;2658;184.107.43.74;80;S;760422680;N/A;512;120
15:34:06.684554;IP;190-0-175-100.gba.solunet.com.ar;2659;184.107.43.74;80;S;514200755;N/A;512;120
15:34:06.684570;IP;190-0-175-100.gba.solunet.com.ar;2660;184.107.43.74;80;S;2058081561;N/A;512;120
15:34:06.684586;IP;190-0-175-100.gba.solunet.com.ar;2661;184.107.43.74;80;S;818181888;N/A;512;120
15:34:06.684603;IP;190-0-175-100.gba.solunet.com.ar;2662;184.107.43.74;80;S;928174225;N/A;512;120
15:34:06.684619;IP;190-0-175-100.gba.solunet.com.ar;2663;184.107.43.74;80;S;1336469386;N/A;512;120
15:34:06.684635;IP;190-0-175-100.gba.solunet.com.ar;2664;184.107.43.74;80;S;1786409770;N/A;512;120
15:34:06.684651;IP;190-0-175-100.gba.solunet.com.ar;2665;184.107.43.74;80;S;324755237;N/A;512;120
15:34:06.684668;IP;190-0-175-100.gba.solunet.com.ar;2666;184.107.43.74;80;S;1452211016;N/A;512;120
15:34:06.684685;IP;190-0-175-100.gba.solunet.com.ar;2667;184.107.43.74;80;S;1443530962;N/A;512;120
15:34:06.684702;IP;190-0-175-100.gba.solunet.com.ar;2668;184.107.43.74;80;S;1153766108;N/A;512;120
15:34:06.684730;IP;190-0-175-100.gba.solunet.com.ar;2669;184.107.43.74;80;S;1082899630;N/A;512;120
15:34:06.684748;IP;190-0-175-100.gba.solunet.com.ar;2670;184.107.43.74;80;S;158165907;N/A;512;120
15:34:06.684765;IP;190-0-175-100.gba.solunet.com.ar;2671;184.107.43.74;80;S;289629244;N/A;512;120
15:34:06.684781;IP;190-0-175-100.gba.solunet.com.ar;2672;184.107.43.74;80;S;366984968;N/A;512;120
15:34:06.684798;IP;190-0-175-100.gba.solunet.com.ar;2673;184.107.43.74;80;S;349800942;N/A;512;120
15:34:06.684814;IP;190-0-175-100.gba.solunet.com.ar;2674;184.107.43.74;80;S;576730512;N/A;512;120
15:34:06.684830;IP;190-0-175-100.gba.solunet.com.ar;2675;184.107.43.74;80;S;1444083729;N/A;512;120
15:34:06.684859;IP;190-0-175-100.gba.solunet.com.ar;2676;184.107.43.74;80;S;1001269731;N/A;512;120
15:34:06.684878;IP;190-0-175-100.gba.solunet.com.ar;2677;184.107.43.74;80;S;2020684489;N/A;512;120
15:34:06.684897;IP;190-0-175-100.gba.solunet.com.ar;2678;184.107.43.74;80;S;1625641890;N/A;512;120
15:34:06.684917;IP;190-0-175-100.gba.solunet.com.ar;2679;184.107.43.74;80;S;1063644873;N/A;512;120
15:34:06.684936;IP;190-0-175-100.gba.solunet.com.ar;2680;184.107.43.74;80;S;432651757;N/A;512;120
15:34:06.684955;IP;190-0-175-100.gba.solunet.com.ar;2681;184.107.43.74;80;S;1092359524;N/A;512;120
15:34:06.684974;IP;190-0-175-100.gba.solunet.com.ar;2682;184.107.43.74;80;S;1245120321;N/A;512;120
15:34:06.684990;IP;190-0-175-100.gba.solunet.com.ar;2683;184.107.43.74;80;S;1258702515;N/A;512;120
15:34:06.685007;IP;190-0-175-100.gba.solunet.com.ar;2684;184.107.43.74;80;S;1588187279;N/A;512;120
15:34:06.685023;IP;190-0-175-100.gba.solunet.com.ar;2685;184.107.43.74;80;S;1348940311;N/A;512;120
